Ensembl	Gene	"Gene synonym"	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"MS evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific NX"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific NX"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific NX"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific NX"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific NX"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific pTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific pTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"
ENSG00000272391	POM121C		"POM121 transmembrane nucleoporin C"		7	75416787-75486271	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"				"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"							"Low cell type specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"											"HPA043809, HPA049817"	Approved		Approved	"Nucleoplasm,Nuclear membrane"		"Nucleoplasm, Nuclear membrane"		"HPA043809: , HPA049817: "
ENSG00000146707	POMZP3	"POM-ZP3, POM121"	"POM121 and ZP3 fusion"	Q6PJE2	7	76609986-76627261	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"		"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"							"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"											HPA049817	Uncertain		Approved	"Nucleoplasm,Nuclear membrane"		"Nucleoplasm, Nuclear membrane"		"HPA049817: "
ENSG00000167272	POP5		"POP5 homolog, ribonuclease P/MRP subunit"	Q969H6	12	120578764-120581398	"Enzymes, Predicted intracellular proteins"	"rRNA processing, tRNA processing"	"Hydrolase, RNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA047598, HPA069204"	Approved		Approved	Nucleoplasm,Nucleoli		"Nucleoplasm, Nucleoli"		"HPA047598: , HPA069204: "
ENSG00000175175	PPM1E	"CaMKP-N, KIAA1072, POPX1, PP2CH"	"Protein phosphatase, Mg2+/Mn2+ dependent 1E"	Q8WY54	17	58755869-58985176	"Enzymes, Predicted intracellular proteins"		"Hydrolase, Protein phosphatase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"adrenal gland: 10.7;brain: 36.5;testis: 13.1"	"Cell line enhanced"	"Detected in some"		"AF22: 10.0;HAP1: 16.2;MOLT-4: 7.6;SCLC-21H: 7.5;SH-SY5Y: 15.5;THP-1: 6.9"	"Cancer enhanced"	"Detected in some"		"prostate cancer: 3.0"	"Low region specificity"	"Detected in all"			"Cell type enriched"	"Detected in single"	25	"basophil: 2.5"	"Lineage enriched"	"Detected in single"	25	"granulocytes: 2.5"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA018462, HPA019263"	Approved		Approved	Nucleoplasm,Nucleoli		Nucleoli	Nucleoplasm	"HPA018462: AB_1855623, HPA019263: AB_1855624"
ENSG00000057657	PRDM1	"BLIMP1, PRDI-BF1"	"PR/SET domain 1"	O75626	6	106086320-106109939	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Adaptive immunity, Immunity, Innate immunity, Transcription, Transcription regulation"	"DNA-binding, Methyltransferase, Repressor, Transferase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"lymphoid tissue: 49.9"	"Cell line enhanced"	"Detected in some"		"Karpas-707: 66.9;RPMI-8226: 12.5;U-266/70: 25.1;U-266/84: 16.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in many"	4	"eosinophil: 5.6;gdT-cell: 12.6;MAIT T-cell: 19.3;memory CD4 T-cell: 12.0;memory CD8 T-cell: 11.6;naive CD8 T-cell: 6.8;neutrophil: 6.8;T-reg: 15.4"	"Group enriched"	"Detected in many"	5	"granulocytes: 6.8;T-cells: 19.3"	"Region enriched"	"Detected in single"	6	"olfactory region: 4.4"	"Low region specificity"	"Detected in all"			HPA030033	Approved		Approved	Nucleoplasm,Nucleoli		Nucleoli	Nucleoplasm	"HPA030033: AB_10601050"
ENSG00000170325	PRDM10	"KIAA1231, MGC131802, PFM7"	"PR/SET domain 10"	Q9NQV6	11	129899706-130002835	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Methyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell line enhanced"	"Detected in all"		"HMC-1: 32.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026997	Approved		Approved	"Nucleoplasm,Nucleoli fibrillar center,Vesicles"		"Nucleoplasm, Nucleoli fibrillar center, Vesicles"		"HPA026997: AB_1855681"
ENSG00000138738	PRDM5	PFM2	"PR/SET domain 5"	Q9NQX1	4	120684919-120922870	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Chromatin regulator, DNA-binding, Methyltransferase, Repressor, Transferase"	"Disease mutation"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell line enhanced"	"Detected in many"		"U-266/84: 15.3"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	25	"eosinophil: 9.1;neutrophil: 6.7"	"Lineage enriched"	"Detected in single"	29	"granulocytes: 9.1"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA051406	Enhanced		Supported	"Nucleoplasm,Nucleoli,Nuclear bodies"		"Nucleoplasm, Nuclear bodies"	Nucleoli	"HPA051406: "
ENSG00000198890	PRMT6	"FLJ10559, HRMT1L6"	"Protein arginine methyltransferase 6"	Q96LA8	1	107056679-107059294	"Enzymes, Predicted intracellular proteins"	"DNA damage, DNA repair, Host-virus interaction, Transcription, Transcription regulation"	"Chromatin regulator, Methyltransferase, Repressor, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell line enriched"	"Detected in many"	5	"MCF7: 81.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA059424	Approved		Supported	Nucleoplasm,Nucleoli		"Nucleoplasm, Nucleoli"		"HPA059424: "
ENSG00000132600	PRMT7	"FLJ10640, KIAA1933"	"Protein arginine methyltransferase 7"	Q9NVM4	16	68310974-68358563	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Differentiation, Transcription, Transcription regulation"	"Chromatin regulator, Methyltransferase, Transferase"	"Disease mutation, Dwarfism, Mental retardation"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA044241	Supported		Enhanced	"Nucleoplasm,Nucleoli fibrillar center"		Nucleoplasm	"Nucleoli fibrillar center"	"HPA044241: "
ENSG00000121390	PSPC1	"FLJ10955, PSP1"	"Paraspeckle component 1"	Q8WXF1	13	19674752-19783019	"Predicted intracellular proteins, Transcription factors"	"Biological rhythms, Immunity, Innate immunity, Transcription, Transcription regulation"	"Activator, Repressor, RNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA038904	Supported		Supported	"Nucleoplasm,Nucleoli fibrillar center"		Nucleoplasm	"Nucleoli fibrillar center"	"HPA038904: AB_10673291"
ENSG00000159335	PTMS	ParaT	Parathymosin	P20962	12	6765516-6770952	"Predicted intracellular proteins"	Immunity			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell line enhanced"	"Detected in many"		"HDLM-2: 83.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"basophil: 12.9;eosinophil: 3.3;plasmacytoid DC: 4.2"	"Group enriched"	"Detected in many"	6	"dendritic cells: 4.2;granulocytes: 12.9"									HPA038186	Approved		Approved	Nucleoplasm,Nucleoli		Nucleoli	Nucleoplasm	"HPA038186: AB_10673042"
ENSG00000111679	PTPN6	"HCP, HCPH, PTP-1C, SHP-1, SHP1"	"Protein tyrosine phosphatase, non-receptor type 6"	P29350	12	6946468-6961316	"Enzymes, Plasma proteins, Predicted intracellular proteins"		"Hydrolase, Protein phosphatase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"blood: 107.1;lymphoid tissue: 69.0"	"Cell line enhanced"	"Detected in many"		"HEL: 28.1;HL-60: 24.9;HMC-1: 110.1;THP-1: 42.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA001466, CAB004572, CAB072845"	Enhanced		Supported	Nucleoplasm,Nucleoli		Nucleoplasm	Nucleoli	"CAB004572: AB_628251, CAB072845: , HPA001466: AB_1855930"
ENSG00000129646	QRICH2	DKFZP434P0316	"Glutamine rich 2"	Q9H0J4	17	76274049-76307998	"Predicted intracellular proteins"			"Disease mutation"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	5	"testis: 27.4"	"Low cell line specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected"	"Not detected"							"Low region specificity"	"Detected in some"			HPA052219	Enhanced		Approved	"Nucleoplasm,Nuclear membrane,Vesicles"		"Nucleoplasm, Nuclear membrane, Vesicles"		"HPA052219: "
ENSG00000157927	RADIL	"FLJ10324, KIAA1849, RASIP2"	"Rap associating with DIL domain"	Q96JH8	7	4797055-4883719	"Predicted intracellular proteins"	"Cell adhesion"	"Developmental protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 29.9;testis: 18.5"	"Cell line enhanced"	"Detected in some"		"AN3-CA: 7.6;HEK 293: 5.9;NTERA-2: 6.6;SCLC-21H: 9.3;SH-SY5Y: 20.1"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA051776	Approved		Approved	"Nucleoplasm,Nuclear membrane"		"Nucleoplasm, Nuclear membrane"		"HPA051776: "
ENSG00000101146	RAE1	Mnrp41	"Ribonucleic acid export 1"	P78406	20	57351010-57379211	"Plasma proteins, Predicted intracellular proteins, Transporters"	"Cell cycle, Cell division, Mitosis, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"testis: 64.8"	"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA048795			Uncertain	"Nucleoplasm,Nucleoli fibrillar center"		"Nucleoli fibrillar center"	Nucleoplasm	"HPA048795: "
ENSG00000132329	RAMP1		"Receptor activity modifying protein 1"	O60894	2	237858893-237912114	"FDA approved drug targets, Predicted membrane proteins"	Transport	Receptor	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"endometrium 1: 91.6;pancreas: 94.7"	"Cell line enhanced"	"Detected in some"		"CAPAN-2: 12.8;HDLM-2: 37.1;PC-3: 43.2;SH-SY5Y: 54.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Cell type enriched"	"Detected in some"	16	"NK-cell: 30.0"	"Lineage enriched"	"Detected in many"	16	"NK-cells: 30.0"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA057814			Approved	"Nucleoplasm,Nuclear membrane"		"Nucleoplasm, Nuclear membrane"		"HPA057814: "
ENSG00000117222	RBBP5	"RBQ3, SWD1"	"RB binding protein 5, histone lysine methyltransferase complex subunit"	Q15291	1	205086142-205122015	"Predicted intracellular proteins"	"Transcription, Transcription regulation"	"Chromatin regulator"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA049042, HPA058085"	Uncertain		Supported	Nucleoplasm,Nucleoli		"Nucleoplasm, Nucleoli"		"HPA049042: , HPA058085: "
ENSG00000188739	RBM34	KIAA0117	"RNA binding motif protein 34"	P42696	1	235131183-235161457	"Predicted intracellular proteins"		RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"							HPA028606	Approved		Supported	Nucleoplasm,Nucleoli		Nucleoli	Nucleoplasm	"HPA028606: AB_10601494"
ENSG00000184898	RBM43	"C2orf38, FLJ45645"	"RNA binding motif protein 43"	Q6ZSC3	2	151247940-151261879	"Predicted intracellular proteins"		RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell line enhanced"	"Detected in many"		"ASC TERT1: 18.0;HSkMC: 16.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"							HPA038204	Uncertain		Approved	Nucleoplasm,Nucleoli		Nucleoli	Nucleoplasm	"HPA038204: AB_10669520"
ENSG00000117602	RCAN3	DSCR1L2	"RCAN family member 3"	Q9UKA8	1	24502351-24541040	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 37.0"	"Low cell line specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Region enriched"	"Detected in all"	5	"cerebellum: 37.0"	"Group enriched"	"Detected in many"	4	"MAIT T-cell: 5.6;memory CD4 T-cell: 14.0;memory CD8 T-cell: 5.0;naive CD4 T-cell: 19.2;naive CD8 T-cell: 9.9;T-reg: 19.2"	"Lineage enriched"	"Detected in many"	7	"T-cells: 19.2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA034533, HPA064289"	Enhanced		Approved	"Nucleoli fibrillar center,Nuclear speckles"		"Nuclear speckles"	"Nucleoli fibrillar center"	"HPA034533: AB_10601481, HPA064289: "
